CAMPUS	ALLRTF	CAD_MATH	CAD_PROGRESS	CAD_READ	CAMPNAME	CFLAEATYPE	CFLAEC	CFLALTED	CFLCHART	CFLDAEP	CFLEEK	CFLJJ	CFLNEWCAMP	CFLPAIR	CFLPAIRD	CFLPAIRO	CFLRTF	CI1	CI1_CUT	CI1_MAXPTS	CI1_MET	CI1_TOTPTS	CI2	CI2_CUT	CI2_MAXPTS	CI2_MET	CI2_TOTPTS	CI3	CI3_CUT	CI3_MAXPTS	CI3_MET	CI3_TOTPTS	CI4	CI4_CUT	CI4_MAXPTS	CI4_MET	CI4_TOTPTS	CNTYNAME	COUNTY	CPEMALLC	CPEMALLP	CPEMALLT	CPETALLC	CPETECOC	CPETECOP	CPETLEPC	CPETLEPP	C_RATING	C_UPDATE	DISTNAME	GRDHIGH	GRDLOW	GRDSPAN	GRDTYPE	PAIRCAMP	PAIRNAME	REGION	REGNNAME	RFTED
101915117	N	1	1	0	KLENK EL	 	N	N	N	N	N	N	N	N	N	N	N	83	50	994	Y	821	48	30	1600	Y	771	78	55	1100	Y	857	.	75	.	 	.	HARRIS	101	145	18.7	777	786	534	67.9	279	35.5	M	 	KLEIN ISD	05	KG	KG - 05	E	 	 	04	REGION 04: HOUSTON	 
101915118	N	0	0	0	EILAND EL	 	N	N	N	N	N	N	N	N	N	N	N	66	50	605	Y	397	38	30	1400	Y	525	67	55	900	Y	606	.	75	.	 	.	HARRIS	101	109	18.7	582	560	499	89.1	310	55.4	M	 	KLEIN ISD	05	KG	KG - 05	E	 	 	04	REGION 04: HOUSTON	 
101915119	N	0	0	1	SCHULTZ EL	 	N	N	N	N	N	N	N	N	N	N	N	92	50	1054	Y	967	39	30	1200	Y	470	88	55	1000	Y	884	.	75	.	 	.	HARRIS	101	89	13	683	811	327	40.3	86	10.6	M	 	KLEIN ISD	05	EE	EE - 05	E	 	 	04	REGION 04: HOUSTON	 
101915120	N	1	1	1	HASSLER EL	 	N	N	N	N	N	N	N	N	N	N	N	96	50	953	Y	918	57	30	1200	Y	689	89	55	500	Y	447	.	75	.	 	.	HARRIS	101	24	3.8	636	695	43	6.2	29	4.2	M	 	KLEIN ISD	05	PK	PK - 05	E	 	 	04	REGION 04: HOUSTON	 
101915121	N	0	0	0	KREINHOP EL	 	N	N	N	N	N	N	N	N	N	N	N	83	50	957	Y	797	52	30	1200	Y	627	77	55	600	Y	463	.	75	.	 	.	HARRIS	101	72	9.2	779	825	233	28.2	125	15.2	M	 	KLEIN ISD	05	EE	EE - 05	E	 	 	04	REGION 04: HOUSTON	 
101915122	N	0	1	0	MCDOUGLE EL	 	N	N	N	N	N	N	N	N	N	N	N	79	50	622	Y	492	49	30	1200	Y	588	72	55	600	Y	429	.	75	.	 	.	HARRIS	101	112	17.2	652	627	502	80.1	306	48.8	M	 	KLEIN ISD	05	KG	KG - 05	E	 	 	04	REGION 04: HOUSTON	 
101915123	N	0	1	0	METZLER EL	 	N	N	N	N	N	N	N	N	N	N	N	83	50	1094	Y	903	56	30	1200	Y	667	81	55	1000	Y	808	.	75	.	 	.	HARRIS	101	118	15	787	950	326	34.3	164	17.3	M	 	KLEIN ISD	05	EE	EE - 05	E	 	 	04	REGION 04: HOUSTON	 
101915124	N	0	0	0	BENIGNUS EL	 	N	N	N	N	N	N	N	N	N	N	N	95	50	1187	Y	1127	45	30	1200	Y	542	89	55	800	Y	710	.	75	.	 	.	HARRIS	101	53	7.1	750	932	146	15.7	36	3.9	M	 	KLEIN ISD	05	EE	EE - 05	E	 	 	04	REGION 04: HOUSTON	 
101915125	N	0	1	0	FRANK EL	 	N	N	N	N	N	N	N	N	N	N	N	87	50	913	Y	797	51	30	1200	Y	614	77	55	800	Y	614	.	75	.	 	.	HARRIS	101	109	15.6	698	869	252	29	48	5.5	M	 	KLEIN ISD	05	EE	EE - 05	E	 	 	04	REGION 04: HOUSTON	 
101915126	N	0	0	0	MUELLER EL	 	N	N	N	N	N	N	N	N	N	N	N	89	50	798	Y	708	41	30	1200	Y	494	85	55	1000	Y	849	.	75	.	 	.	HARRIS	101	69	11.1	620	720	260	36.1	153	21.3	M	 	KLEIN ISD	05	PK	PK - 05	E	 	 	04	REGION 04: HOUSTON	 
101915127	N	1	0	1	BLACKSHEAR EL	 	N	N	N	N	N	N	N	N	N	N	N	87	50	959	Y	832	46	30	1200	Y	550	87	55	1000	Y	867	.	75	.	 	.	HARRIS	101	111	16	693	893	388	43.4	194	21.7	M	 	KLEIN ISD	05	PK	PK - 05	E	 	 	04	REGION 04: HOUSTON	 
101915128	N	1	1	0	ZWINK EL	 	N	N	N	N	N	N	Y	N	N	N	N	85	50	915	Y	776	51	30	1600	Y	814	81	55	400	Y	322	.	75	.	 	.	HARRIS	101	.	.	.	815	403	49.4	153	18.8	M	 	KLEIN ISD	05	EE	EE - 05	E	 	 	04	REGION 04: HOUSTON	 
101915130	N	 	 	 	THE GRACE ENGLAND EARLY CHILDHOOD/	 	N	N	N	N	Y	N	Y	A	Y	N	N	.	.	.	P	.	.	30	0	P	.	.	.	0	P	.	.	.	.	P	.	HARRIS	101	.	.	.	498	408	81.9	291	58.4	M	 	KLEIN ISD	PK	EE	EE - PK	E	101915000	KLEIN ISD	04	REGION 04: HOUSTON	 
101916001	N	0	0	0	LA PORTE HIGH SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	77	50	7458	Y	5710	23	17	2800	Y	640	74	55	1000	Y	742	87	75	900	Y	784.4	HARRIS	101	303	13.3	2274	2165	868	40.1	45	2.1	M	 	LA PORTE ISD	12	09	09 - 12	S	 	 	04	REGION 04: HOUSTON	 
101916002	N	 	 	 	DEWALT ALTERNATIVE SCHOOL	AEC OF CHOICE	Y	Y	N	N	N	N	N	N	N	N	N	88	25	17	Y	15	.	9	0	Z	.	.	30	0	Z	.	100	45	200	Y	192.4	HARRIS	101	57	58.2	98	57	24	42.1	0	0	A	 	LA PORTE ISD	12	09	09 - 12	S	 	 	04	REGION 04: HOUSTON	 
101916009	N	 	 	 	HIGHPOINT - DAEP	 	N	N	N	Y	N	N	N	N	N	N	N	.	50	.	X	.	.	.	0	X	.	.	55	0	X	.	.	75	.	X	.	HARRIS	101	13	100	13	4	2	50	0	0	X	 	LA PORTE ISD	12	08	08 - 12	S	 	 	04	REGION 04: HOUSTON	 
101916041	N	0	0	0	LA PORTE J H	 	N	N	N	N	N	N	N	N	N	N	N	75	50	1790	Y	1348	36	29	2000	Y	711	66	55	1400	Y	919	.	75	.	 	.	HARRIS	101	67	11.2	600	536	269	50.2	21	3.9	M	 	LA PORTE ISD	08	07	07 - 08	M	 	 	04	REGION 04: HOUSTON	 
101916042	N	1	0	0	BAKER 6TH GRADE CAMPUS	 	N	N	N	N	N	N	N	N	N	N	N	84	50	1214	Y	1017	38	29	2000	Y	755	80	55	600	Y	481	.	75	.	 	.	HARRIS	101	67	11.4	589	625	317	50.7	31	5	M	 	LA PORTE ISD	06	06	06 - 06	M	 	 	04	REGION 04: HOUSTON	 
101916043	N	0	0	0	LOMAX J H	 	N	N	N	N	N	N	N	N	N	N	N	83	50	2092	Y	1740	36	29	1600	Y	574	79	55	1000	Y	789	.	75	.	 	.	HARRIS	101	59	8.9	665	611	278	45.5	25	4.1	M	 	LA PORTE ISD	08	07	07 - 08	M	 	 	04	REGION 04: HOUSTON	 
101916101	N	0	0	0	JENNIE REID EL	 	N	N	N	N	N	N	N	N	N	N	N	84	50	583	Y	492	42	30	1200	Y	503	77	55	700	Y	539	.	75	.	 	.	HARRIS	101	70	15.7	445	486	226	46.5	6	1.2	M	 	LA PORTE ISD	05	EE	EE - 05	E	 	 	04	REGION 04: HOUSTON	 
101916102	N	1	1	1	HERITAGE EL	 	N	N	N	N	N	N	N	N	N	N	N	90	50	706	Y	635	53	30	1200	Y	639	90	55	700	Y	633	.	75	.	 	.	HARRIS	101	55	9.6	575	603	292	48.4	148	24.5	M	 	LA PORTE ISD	05	EE	EE - 05	E	 	 	04	REGION 04: HOUSTON	 
101916103	N	0	0	0	LA PORTE EL	 	N	N	N	N	N	N	N	N	N	N	N	75	50	533	Y	401	32	30	1200	Y	378	73	55	1000	Y	733	.	75	.	 	.	HARRIS	101	92	21.5	427	499	393	78.8	24	4.8	M	 	LA PORTE ISD	05	EE	EE - 05	E	 	 	04	REGION 04: HOUSTON	 
101916104	N	1	1	0	BAYSHORE EL	 	N	N	N	N	N	N	N	N	N	N	N	86	50	507	Y	434	58	30	1200	Y	699	83	55	600	Y	498	.	75	.	 	.	HARRIS	101	63	16.3	387	577	411	71.2	175	30.3	M	 	LA PORTE ISD	05	EE	EE - 05	E	 	 	04	REGION 04: HOUSTON	 
101916105	N	0	1	0	COLLEGE PARK EL	 	N	N	N	N	N	N	N	N	N	N	N	87	50	475	Y	411	48	30	1200	Y	576	84	55	800	Y	675	.	75	.	 	.	HARRIS	101	66	18.1	365	462	284	61.5	18	3.9	M	 	LA PORTE ISD	05	PK	PK - 05	E	 	 	04	REGION 04: HOUSTON	 
101916106	N	0	0	1	LOMAX EL	 	N	N	N	N	N	N	N	N	N	N	N	90	50	667	Y	603	40	30	1200	Y	481	86	55	700	Y	604	.	75	.	 	.	HARRIS	101	46	9.3	495	519	188	36.2	10	1.9	M	 	LA PORTE ISD	05	KG	KG - 05	E	 	 	04	REGION 04: HOUSTON	 
101916107	N	0	0	0	LEO RIZZUTO EL	 	N	N	N	N	N	N	N	N	N	N	N	91	50	673	Y	613	40	30	1200	Y	482	87	55	800	Y	695	.	75	.	 	.	HARRIS	101	35	6.8	512	579	232	40.1	114	19.7	M	 	LA PORTE ISD	05	KG	KG - 05	E	 	 	04	REGION 04: HOUSTON	 
101917001	N	0	0	0	PASADENA HIGH SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	72	50	8256	Y	5952	21	17	1400	Y	295	72	55	1200	Y	869	74	75	600	N	443.3	HARRIS	101	422	16.7	2534	2370	1996	84.2	239	10.1	I	0	PASADENA ISD	12	09	09 - 12	S	 	 	04	REGION 04: HOUSTON	 
101917002	N	0	0	0	SAM RAYBURN H S	 	N	N	N	N	N	N	N	N	N	N	N	73	50	10005	Y	7334	22	17	2000	Y	446	74	55	1500	Y	1116	76	75	800	Y	607.4	HARRIS	101	473	16.3	2895	2875	2323	80.8	262	9.1	M	 	PASADENA ISD	12	09	09 - 12	S	 	 	04	REGION 04: HOUSTON	 
101917003	N	0	1	0	SOUTH HOUSTON HIGH SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	73	50	8745	Y	6380	25	17	2000	Y	498	74	55	1500	Y	1115	79	75	800	Y	629.5	HARRIS	101	559	19.5	2869	2500	2038	81.5	257	10.3	M	 	PASADENA ISD	12	09	09 - 12	S	 	 	04	REGION 04: HOUSTON	 
101917004	N	0	0	0	DOBIE H S	 	N	N	N	N	N	N	N	N	N	N	N	76	50	13163	Y	10019	23	17	3800	Y	888	73	55	1500	Y	1100	84	75	1400	Y	1173.7	HARRIS	101	527	13.8	3822	3704	2162	58.4	172	4.6	M	 	PASADENA ISD	12	09	09 - 12	S	 	 	04	REGION 04: HOUSTON	 
101917012	N	 	 	 	EXCEL ACADEMY (JJAEP)	 	N	N	N	N	N	Y	N	N	N	N	N	.	50	.	X	.	.	.	0	X	.	.	55	0	X	.	.	75	.	X	.	HARRIS	101	58	100	58	10	7	70	0	0	X	 	PASADENA ISD	12	06	06 - 12	B	 	 	04	REGION 04: HOUSTON	 
101917013	N	0	1	0	PASADENA MEMORIAL H S	 	N	N	N	N	N	N	N	N	N	N	N	84	50	9680	Y	8129	32	17	2600	Y	832	82	55	1500	Y	1228	80	75	1000	Y	798.3	HARRIS	101	395	13.5	2917	2801	1702	60.8	130	4.6	M	 	PASADENA ISD	12	09	09 - 12	S	 	 	04	REGION 04: HOUSTON	 
101917014	N	 	 	 	THE SUMMIT (HIGH SCHOOL)	 	N	N	N	Y	N	N	N	N	N	N	N	.	50	.	X	.	.	.	0	X	.	.	55	0	X	.	.	75	.	X	.	HARRIS	101	346	99.7	347	100	83	83	9	9	X	 	PASADENA ISD	12	09	09 - 12	S	 	 	04	REGION 04: HOUSTON	 
101917041	N	1	1	0	BEVERLY HILLS INT	 	N	N	N	N	N	N	N	N	N	N	N	78	50	3406	Y	2650	46	29	2000	Y	919	75	55	1500	Y	1120	.	75	.	 	.	HARRIS	101	109	10.4	1051	1021	718	70.3	71	7	M	 	PASADENA ISD	08	07	07 - 08	M	 	 	04	REGION 04: HOUSTON	 
101917042	N	0	1	0	JACKSON INT	 	N	N	N	N	N	N	N	N	N	N	N	66	50	2397	Y	1592	43	29	800	Y	341	70	55	1000	Y	700	.	75	.	 	.	HARRIS	101	137	16.8	815	758	707	93.3	147	19.4	M	 	PASADENA ISD	08	07	07 - 08	M	 	 	04	REGION 04: HOUSTON	 
101917043	N	0	1	1	PARK VIEW INTERMEDIATE	 	N	N	N	N	N	N	N	N	N	N	N	76	50	2559	Y	1933	40	29	1200	Y	485	79	55	1200	Y	942	.	75	.	 	.	HARRIS	101	182	17.2	1060	939	794	84.6	147	15.7	M	 	PASADENA ISD	08	06	06 - 08	M	 	 	04	REGION 04: HOUSTON	 
101917044	N	1	0	0	QUEENS INTERMEDIATE	 	N	N	N	N	N	N	N	N	N	N	N	74	50	1939	Y	1441	38	29	800	Y	304	77	55	1000	Y	765	.	75	.	 	.	HARRIS	101	106	14	759	684	614	89.8	133	19.4	M	 	PASADENA ISD	08	06	06 - 08	M	 	 	04	REGION 04: HOUSTON	 
101917045	N	0	1	0	SAN JACINTO INT	 	N	N	N	N	N	N	N	N	N	N	N	70	50	2027	Y	1429	41	29	1200	Y	493	74	55	1000	Y	737	.	75	.	 	.	HARRIS	101	118	17.4	678	619	538	86.9	86	13.9	M	 	PASADENA ISD	08	07	07 - 08	M	 	 	04	REGION 04: HOUSTON	 
101917046	N	0	0	1	SOUTH HOUSTON INTERMEDIATE	 	N	N	N	N	N	N	N	N	N	N	N	77	50	2709	Y	2080	39	29	1200	Y	469	75	55	1500	Y	1124	.	75	.	 	.	HARRIS	101	111	13	851	840	745	88.7	115	13.7	M	 	PASADENA ISD	08	07	07 - 08	M	 	 	04	REGION 04: HOUSTON	 
101917047	N	1	1	1	SOUTHMORE INT	 	N	N	N	N	N	N	N	N	N	N	N	79	50	2570	Y	2021	45	29	1000	Y	446	80	55	1200	Y	957	.	75	.	 	.	HARRIS	101	151	17.1	882	801	727	90.8	128	16	M	 	PASADENA ISD	08	07	07 - 08	M	 	 	04	REGION 04: HOUSTON	 
101917048	N	0	1	0	MILLER INT	 	N	N	N	N	N	N	N	N	N	N	N	72	50	2479	Y	1774	39	29	1600	Y	625	73	55	1200	Y	877	.	75	.	 	.	HARRIS	101	157	18.2	862	771	677	87.8	132	17.1	M	 	PASADENA ISD	08	07	07 - 08	M	 	 	04	REGION 04: HOUSTON	 
101917049	N	1	0	1	THOMPSON INT	 	N	N	N	N	N	N	N	N	N	N	N	78	50	3255	Y	2545	38	29	2200	Y	833	73	55	1500	Y	1093	.	75	.	 	.	HARRIS	101	114	11.1	1027	973	640	65.8	24	2.5	M	 	PASADENA ISD	08	07	07 - 08	M	 	 	04	REGION 04: HOUSTON	 
101917051	N	1	1	0	BONDY INT	 	N	N	N	N	N	N	N	N	N	N	N	82	50	3321	Y	2730	43	29	2000	Y	853	81	55	1000	Y	806	.	75	.	 	.	HARRIS	101	114	11	1041	1002	617	61.6	71	7.1	M	 	PASADENA ISD	08	07	07 - 08	M	 	 	04	REGION 04: HOUSTON	 
101917055	N	 	 	 	THE SUMMIT (INTERMEDIATE)	 	N	N	N	Y	N	N	N	N	N	N	N	.	50	.	X	.	.	.	0	X	.	.	55	0	X	.	.	75	.	X	.	HARRIS	101	256	100	256	46	44	95.7	16	34.8	X	 	PASADENA ISD	08	06	06 - 08	M	 	 	04	REGION 04: HOUSTON	 
101917101	N	0	0	0	BAILEY ELEMENTARY	 	N	N	N	N	N	N	N	N	N	N	N	81	50	746	Y	603	41	30	800	Y	331	80	55	800	Y	643	.	75	.	 	.	HARRIS	101	128	17.9	714	760	668	87.9	317	41.7	M	 	PASADENA ISD	05	KG	KG - 05	E	 	 	04	REGION 04: HOUSTON	 
101917102	N	0	1	1	FISHER ELEMENTARY	 	N	N	N	N	N	N	N	N	N	N	N	79	50	733	Y	576	48	30	1200	Y	577	81	55	800	Y	646	.	75	.	 	.	HARRIS	101	121	17.4	695	819	699	85.3	422	51.5	M	 	PASADENA ISD	05	EE	EE - 05	E	 	 	04	REGION 04: HOUSTON	 
101917103	N	0	0	0	FREEMAN EL	 	N	N	N	N	N	N	N	N	N	N	N	74	50	306	Y	225	37	30	800	Y	293	67	55	300	Y	202	.	75	.	 	.	HARRIS	101	57	16.2	351	463	422	91.1	221	47.7	M	 	PASADENA ISD	04	EE	EE - 04	E	 	 	04	REGION 04: HOUSTON	 
101917104	N	0	0	0	GARDENS EL	 	N	N	N	N	N	N	N	N	N	N	N	53	50	407	Y	214	22	30	800	N	179	63	55	300	Y	188	.	75	.	 	.	HARRIS	101	90	18.2	494	639	586	91.7	326	51	I	 	PASADENA ISD	04	PK	PK - 04	E	 	 	04	REGION 04: HOUSTON	 
101917105	N	0	0	0	GARFIELD EL	 	N	N	N	N	N	N	N	N	N	N	N	65	50	564	Y	367	32	30	1200	Y	384	67	55	600	Y	401	.	75	.	 	.	HARRIS	101	83	12.5	663	883	764	86.5	486	55	M	 	PASADENA ISD	04	PK	PK - 04	E	 	 	04	REGION 04: HOUSTON	 
101917106	N	0	0	1	GENOA EL	 	N	N	N	N	N	N	N	N	N	N	N	64	50	283	Y	182	39	30	800	Y	315	58	55	600	Y	350	.	75	.	 	.	HARRIS	101	75	12.3	609	812	685	84.4	476	58.6	M	 	PASADENA ISD	04	EE	EE - 04	E	 	 	04	REGION 04: HOUSTON	 
101917107	N	0	0	0	GOLDEN ACRES EL	 	N	N	N	N	N	N	N	N	N	N	N	71	50	338	Y	241	29	30	800	N	231	79	55	600	Y	476	.	75	.	 	.	HARRIS	101	59	15	394	490	405	82.7	202	41.2	I	 	PASADENA ISD	04	EE	EE - 04	E	 	 	04	REGION 04: HOUSTON	 
101917108	N	0	0	0	PEARL HALL EL	 	N	N	N	N	N	N	N	N	N	N	N	67	50	493	Y	328	30	30	800	Y	243	62	55	300	Y	187	.	75	.	 	.	HARRIS	101	173	25.9	667	801	733	91.5	413	51.6	M	 	PASADENA ISD	04	PK	PK - 04	E	 	 	04	REGION 04: HOUSTON	 
101917109	N	0	0	0	JESSUP EL	 	N	N	N	N	N	N	N	N	N	N	N	58	50	559	Y	322	38	30	800	Y	306	55	55	600	Y	330	.	75	.	 	.	HARRIS	101	202	27.6	731	824	742	90	407	49.4	M	 	PASADENA ISD	04	EE	EE - 04	E	 	 	04	REGION 04: HOUSTON	 
101917110	N	0	0	0	KRUSE EL	 	N	N	N	N	N	N	N	N	N	N	N	65	50	449	Y	293	46	30	800	Y	365	69	55	300	Y	208	.	75	.	 	.	HARRIS	101	121	19.9	607	735	694	94.4	386	52.5	M	 	PASADENA ISD	04	EE	EE - 04	E	 	 	04	REGION 04: HOUSTON	 
101917111	N	0	0	1	MEADOR ELEMENTARY	 	N	N	N	N	N	N	N	N	N	N	N	90	50	380	Y	342	43	30	800	Y	344	84	55	500	Y	419	.	75	.	 	.	HARRIS	101	110	23.8	462	617	488	79.1	232	37.6	M	 	PASADENA ISD	04	EE	EE - 04	E	 	 	04	REGION 04: HOUSTON	 
101917112	N	0	0	0	PARKS EL	 	N	N	N	N	N	N	N	N	N	N	N	70	50	275	Y	193	21	30	800	N	168	65	55	300	Y	194	.	75	.	 	.	HARRIS	101	102	25.8	396	496	471	95	231	46.6	I	 	PASADENA ISD	04	PK	PK - 04	E	 	 	04	REGION 04: HOUSTON	 
101917113	N	1	1	1	POMEROY EL	 	N	N	N	N	N	N	N	N	N	N	N	73	50	376	Y	273	56	30	800	Y	451	64	55	300	Y	193	.	75	.	 	.	HARRIS	101	162	24.7	656	906	859	94.8	587	64.8	M	 	PASADENA ISD	04	EE	EE - 04	E	 	 	04	REGION 04: HOUSTON	 
101917114	N	1	1	0	RED BLUFF EL	 	N	N	N	N	N	N	N	N	N	N	N	74	50	400	Y	295	47	30	800	Y	373	74	55	600	Y	445	.	75	.	 	.	HARRIS	101	71	14.4	492	626	580	92.7	362	57.8	M	 	PASADENA ISD	04	PK	PK - 04	E	 	 	04	REGION 04: HOUSTON	 
101917115	N	0	0	1	RICHEY EL	 	N	N	N	N	N	N	N	N	N	N	N	65	50	467	Y	304	37	30	800	Y	294	75	55	300	Y	226	.	75	.	 	.	HARRIS	101	135	21.1	640	804	762	94.8	527	65.5	M	 	PASADENA ISD	04	PK	PK - 04	E	 	 	04	REGION 04: HOUSTON	 
101917116	N	0	1	0	L F SMITH ELEMENTARY	 	N	N	N	N	N	N	N	N	N	N	N	75	50	719	Y	542	54	30	800	Y	433	79	55	400	Y	314	.	75	.	 	.	HARRIS	101	77	11.7	659	865	799	92.4	519	60	M	 	PASADENA ISD	05	EE	EE - 05	E	 	 	04	REGION 04: HOUSTON	 
101917117	N	0	0	0	MAE SMYTHE EL	 	N	N	N	N	N	N	N	N	N	N	N	69	50	455	Y	315	31	30	800	Y	250	69	55	600	Y	416	.	75	.	 	.	HARRIS	101	112	20	560	727	638	87.8	407	56	M	 	PASADENA ISD	04	PK	PK - 04	E	 	 	04	REGION 04: HOUSTON	 
101917118	N	0	0	0	SOUTH HOUSTON EL	 	N	N	N	N	N	N	N	N	N	N	N	84	50	407	Y	340	41	30	800	Y	329	81	55	300	Y	244	.	75	.	 	.	HARRIS	101	67	13.9	481	629	584	92.8	422	67.1	M	 	PASADENA ISD	04	PK	PK - 04	E	 	 	04	REGION 04: HOUSTON	 
101917119	N	0	0	0	SOUTH SHAVER ELEMENTARY	 	N	N	N	N	N	N	N	N	N	N	N	60	50	364	Y	217	37	30	800	Y	297	70	55	300	Y	209	.	75	.	 	.	HARRIS	101	125	23.1	541	641	604	94.2	390	60.8	M	 	PASADENA ISD	04	PK	PK - 04	E	 	 	04	REGION 04: HOUSTON	 
101917120	N	0	0	0	WILLIAMS ELEMENTARY	 	N	N	N	N	N	N	N	N	N	N	N	78	50	826	Y	645	38	30	800	Y	306	83	55	800	Y	663	.	75	.	 	.	HARRIS	101	124	16.8	739	836	744	89	427	51.1	M	 	PASADENA ISD	05	PK	PK - 05	E	 	 	04	REGION 04: HOUSTON	 
101917122	N	0	0	0	MCMASTERS EL	 	N	N	N	N	N	N	N	N	N	N	N	74	50	328	Y	243	31	30	800	Y	244	70	55	600	Y	419	.	75	.	 	.	HARRIS	101	62	16.6	374	425	353	83.1	194	45.6	M	 	PASADENA ISD	04	EE	EE - 04	E	 	 	04	REGION 04: HOUSTON	 
101917123	N	0	0	0	STUCHBERY EL	 	N	N	N	N	N	N	N	N	N	N	N	79	50	572	Y	454	40	30	1200	Y	474	77	55	900	Y	689	.	75	.	 	.	HARRIS	101	128	20.9	612	740	540	73	206	27.8	M	 	PASADENA ISD	04	PK	PK - 04	E	 	 	04	REGION 04: HOUSTON	 
101917124	N	0	0	1	ATKINSON EL	 	N	N	N	N	N	N	N	N	N	N	N	85	50	456	Y	388	44	30	800	Y	348	88	55	600	Y	530	.	75	.	 	.	HARRIS	101	72	14.1	511	584	406	69.5	249	42.6	M	 	PASADENA ISD	04	KG	KG - 04	E	 	 	04	REGION 04: HOUSTON	 
101917125	N	0	0	1	JENSEN EL	 	N	N	N	N	N	N	N	N	N	N	N	80	50	597	Y	480	41	30	800	Y	327	79	55	800	Y	634	.	75	.	 	.	HARRIS	101	171	27.7	617	676	562	83.1	227	33.6	M	 	PASADENA ISD	05	PK	PK - 05	E	 	 	04	REGION 04: HOUSTON	 
101917126	N	0	0	0	BURNETT ELEMENTARY	 	N	N	N	N	N	N	N	N	N	N	N	70	50	455	Y	320	28	30	400	N	112	67	55	800	Y	532	.	75	.	 	.	HARRIS	101	100	18.5	542	688	583	84.7	283	41.1	I	 	PASADENA ISD	04	EE	EE - 04	E	 	 	04	REGION 04: HOUSTON	 
101917127	N	0	0	1	FRAZIER EL	 	N	N	N	N	N	N	N	N	N	N	N	83	50	381	Y	317	39	30	800	Y	313	85	55	600	Y	510	.	75	.	 	.	HARRIS	101	34	9.4	362	571	384	67.3	156	27.3	M	 	PASADENA ISD	04	PK	PK - 04	E	 	 	04	REGION 04: HOUSTON	 
101917128	N	0	0	0	TEAGUE EL	 	N	N	N	N	N	N	N	N	N	N	N	72	50	634	Y	454	28	30	1000	N	278	68	55	600	Y	408	.	75	.	 	.	HARRIS	101	73	12.6	581	680	405	59.6	162	23.8	I	 	PASADENA ISD	04	KG	KG - 04	E	 	 	04	REGION 04: HOUSTON	 
101917129	N	0	0	0	MOORE EL	 	N	N	N	N	N	N	N	N	N	N	N	80	50	441	Y	354	41	30	800	Y	324	82	55	600	Y	489	.	75	.	 	.	HARRIS	101	51	10.9	469	552	327	59.2	207	37.5	M	 	PASADENA ISD	04	PK	PK - 04	E	 	 	04	REGION 04: HOUSTON	 
101917130	N	0	0	0	YOUNG EL	 	N	N	N	N	N	N	N	N	N	N	N	72	50	426	Y	307	34	30	800	Y	274	69	55	600	Y	416	.	75	.	 	.	HARRIS	101	228	31.8	718	767	694	90.5	420	54.8	M	 	PASADENA ISD	04	EE	EE - 04	E	 	 	04	REGION 04: HOUSTON	 
101917131	N	0	0	0	SPARKS ELEMENTARY	 	N	N	N	N	N	N	N	N	N	N	N	74	50	312	Y	230	33	30	400	Y	131	73	55	300	Y	220	.	75	.	 	.	HARRIS	101	85	20.4	417	536	486	90.7	255	47.6	M	 	PASADENA ISD	04	EE	EE - 04	E	 	 	04	REGION 04: HOUSTON	 
101917132	N	0	0	1	TURNER EL	 	N	N	N	N	N	N	N	N	N	N	N	90	50	456	Y	410	37	30	1200	Y	445	87	55	600	Y	522	.	75	.	 	.	HARRIS	101	36	8.7	414	528	249	47.2	53	10	M	 	PASADENA ISD	04	EE	EE - 04	E	 	 	04	REGION 04: HOUSTON	 
101917133	N	0	0	0	MORALES ELEMENTARY	 	N	N	N	N	N	N	N	N	N	N	N	83	50	342	Y	284	35	30	800	Y	279	84	55	300	Y	252	.	75	.	 	.	HARRIS	101	97	22.7	427	507	452	89.2	215	42.4	M	 	PASADENA ISD	04	PK	PK - 04	E	 	 	04	REGION 04: HOUSTON	 
101917134	N	1	1	1	MATTHYS EL	 	N	N	N	N	N	N	N	N	N	N	N	73	50	413	Y	302	47	30	800	Y	377	77	55	300	Y	232	.	75	.	 	.	HARRIS	101	59	11.5	514	713	623	87.4	424	59.5	M	 	PASADENA ISD	04	PK	PK - 04	E	 	 	04	REGION 04: HOUSTON	 
101917135	N	1	0	0	MORRIS MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	76	50	1959	Y	1488	38	29	2400	Y	900	73	55	900	Y	655	.	75	.	 	.	HARRIS	101	121	12.1	1000	838	603	72	120	14.3	M	 	PASADENA ISD	06	05	05 - 06	M	 	 	04	REGION 04: HOUSTON	 
101917136	N	1	0	0	DE ZAVALA MIDDLE SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	68	50	1636	Y	1113	35	29	800	Y	282	74	55	600	Y	441	.	75	.	 	.	HARRIS	101	137	16	854	726	670	92.3	221	30.4	M	 	PASADENA ISD	06	05	05 - 06	M	 	 	04	REGION 04: HOUSTON	 
101917137	N	0	0	0	LAURA WELCH BUSH EL	 	N	N	N	N	N	N	N	N	N	N	N	79	50	718	Y	570	34	30	1000	Y	340	77	55	800	Y	612	.	75	.	 	.	HARRIS	101	96	12	802	921	589	64	354	38.4	M	 	PASADENA ISD	04	KG	KG - 04	E	 	 	04	REGION 04: HOUSTON	 
