CAMPUS	CAD_GAP	CAD_MATH	CAD_POST	CAD_PROGRESS	CAD_READ	CAD_SCIE	CAD_SOCI	CAMPNAME	CFLAEATYPE	CFLAEC	CFLALTED	CFLCHART	CFLDAEP	CFLEEK	CFLJJ	CFLNEWCAMP	CFLPAIR	CFLPAIRD	CFLPAIRO	CFLRTF	CI1	CI1_CUT	CI1_MAXPTS	CI1_MET	CI1_TOTPTS	CI2	CI2_CUT	CI2_MAXPTS	CI2_MET	CI2_TOTPTS	CI3	CI3_CUT	CI3_MAXPTS	CI3_MET	CI3_TOTPTS	CI4	CI4_CUT	CI4_GRD_WGT	CI4_MET	CI4_PSG_WGT	CI4_RHS_WGT	CI4_STR_WGT	CNTYNAME	COUNTY	CPEMALLC	CPEMALLP	CPEMALLT	CPETALLC	CPETECOC	CPETECOP	CPETLEPC	CPETLEPP	C_RATING	C_UPDATE	DISTNAME	DISTRICT	GRDHIGH	GRDLOW	GRDSPAN	GRDTYPE	PAIRCAMP	PAIRNAME	REGION	REGNNAME
084910118	0	 	1	1	1	1	 	BROOKWOOD EL	 	N	N	N	N	N	N	N	N	N	N	N	86	60	533	Y	460	54	30	1000	Y	539	47	28	1800	Y	851	59	12	.	Y	.	.	59.3	GALVESTON	084	55	9.4	588	714	251	35.2	274	38.4	M	 	CLEAR CREEK ISD	084910	05	EE	EE - 05	E	 	 	04	REGION 04: HOUSTON
084910119	0	 	0	1	0	0	 	WEDGEWOOD EL	 	N	N	N	N	N	N	N	N	N	N	N	82	60	488	Y	401	47	30	600	Y	282	41	28	1400	Y	570	30	12	.	Y	.	.	29.5	GALVESTON	084	70	11.5	608	789	367	46.5	57	7.2	M	 	CLEAR CREEK ISD	084910	05	EE	EE - 05	E	 	 	04	REGION 04: HOUSTON
084910120	0	 	0	0	0	0	 	I W AND ELEANOR HYDE EL	 	N	N	N	N	N	N	N	N	N	N	N	89	60	502	Y	446	50	30	600	Y	300	47	28	1200	Y	566	46	12	.	Y	.	.	46.3	GALVESTON	084	45	8.2	548	605	125	20.7	23	3.8	M	 	CLEAR CREEK ISD	084910	05	KG	KG - 05	E	 	 	04	REGION 04: HOUSTON
084910121	0	 	0	0	0	0	 	NORTH POINTE EL	 	N	N	N	N	N	N	N	N	N	N	N	87	60	557	Y	485	50	30	1000	Y	502	43	28	1200	Y	512	49	12	.	Y	.	.	48.6	GALVESTON	084	73	11.3	646	817	201	24.6	217	26.6	M	 	CLEAR CREEK ISD	084910	05	EE	EE - 05	E	 	 	04	REGION 04: HOUSTON
084910122	1	 	0	1	0	0	 	ART AND PAT GOFORTH EL	 	N	N	N	N	N	N	N	N	N	N	N	88	60	450	Y	395	53	30	600	Y	315	51	28	1400	Y	708	38	12	.	Y	.	.	38.3	GALVESTON	084	52	9.7	535	734	198	27	56	7.6	M	 	CLEAR CREEK ISD	084910	05	EE	EE - 05	E	 	 	04	REGION 04: HOUSTON
084910123	0	 	0	0	0	0	 	HENRY BAUERSCHLAG EL	 	N	N	N	N	N	N	N	N	N	N	N	93	60	687	Y	637	53	30	800	Y	425	52	28	1400	Y	730	50	12	.	Y	.	.	49.5	GALVESTON	084	29	4.1	703	886	99	11.2	60	6.8	M	 	CLEAR CREEK ISD	084910	05	EE	EE - 05	E	 	 	04	REGION 04: HOUSTON
084910124	1	 	1	0	0	1	 	FALCON PASS EL	 	N	N	N	N	N	N	N	N	N	N	N	88	60	409	Y	360	48	30	800	Y	386	50	28	1400	Y	703	56	12	.	Y	.	.	55.5	GALVESTON	084	74	15.7	471	603	190	31.5	96	15.9	M	 	CLEAR CREEK ISD	084910	05	EE	EE - 05	E	 	 	04	REGION 04: HOUSTON
084910125	1	 	0	1	1	0	 	ARLYNE & ALAN WEBER EL	 	N	N	N	N	N	N	N	N	N	N	N	90	60	701	Y	630	55	30	1200	Y	656	51	28	1400	Y	707	44	12	.	Y	.	.	44.4	GALVESTON	084	39	5.5	711	913	351	38.4	291	31.9	M	 	CLEAR CREEK ISD	084910	05	EE	EE - 05	E	 	 	04	REGION 04: HOUSTON
084910126	0	 	0	0	0	1	 	G W ROBINSON	 	N	N	N	N	N	N	N	N	N	N	N	84	60	378	Y	318	47	30	600	Y	279	36	28	800	Y	290	44	12	.	Y	.	.	44.3	GALVESTON	084	66	13.8	477	503	124	24.7	27	5.4	M	 	CLEAR CREEK ISD	084910	05	KG	KG - 05	E	 	 	04	REGION 04: HOUSTON
084910127	0	 	0	0	0	0	 	DARWIN L GILMORE EL	 	N	N	N	N	N	N	N	N	N	N	N	90	60	749	Y	673	44	30	800	Y	350	46	28	1200	Y	555	52	12	.	Y	.	.	52	GALVESTON	084	28	3.7	761	800	45	5.6	22	2.8	M	 	CLEAR CREEK ISD	084910	05	KG	KG - 05	E	 	 	04	REGION 04: HOUSTON
084910128	0	 	0	0	0	0	 	RALPH PARR EL	 	N	N	N	N	N	N	N	N	N	N	N	83	60	670	Y	559	42	30	1000	Y	423	42	28	1400	Y	590	40	12	.	Y	.	.	40.4	GALVESTON	084	74	10.1	733	782	169	21.6	52	6.6	M	 	CLEAR CREEK ISD	084910	05	KG	KG - 05	E	 	 	04	REGION 04: HOUSTON
084910129	0	 	0	0	0	0	 	SANDRA MOSSMAN EL	 	N	N	N	N	N	N	N	N	N	N	N	90	60	688	Y	616	52	30	600	Y	312	45	28	1200	Y	541	41	12	.	Y	.	.	41.3	GALVESTON	084	46	6.7	691	843	90	10.7	36	4.3	M	 	CLEAR CREEK ISD	084910	05	KG	KG - 05	E	 	 	04	REGION 04: HOUSTON
084911001	1	1	1	0	0	1	0	FRIENDSWOOD H S	 	N	N	N	N	N	N	N	N	N	N	N	95	60	2326	Y	2213	28	15	800	Y	223	58	31	1600	Y	922	90	57	24	Y	23.2	23.3	19.4	GALVESTON	084	78	3.6	2197	2192	119	5.4	19	0.9	M	 	FRIENDSWOOD ISD	084911	12	09	09 - 12	S	 	 	04	REGION 04: HOUSTON
084911041	0	0	0	0	0	0	0	FRIENDSWOOD J H	 	N	N	N	N	N	N	N	N	N	N	N	95	60	2896	Y	2743	41	28	1200	Y	492	62	27	2200	Y	1360	61	13	.	Y	.	.	61.3	GALVESTON	084	53	3.4	1538	1489	133	8.9	28	1.9	M	 	FRIENDSWOOD ISD	084911	08	06	06 - 08	M	 	 	04	REGION 04: HOUSTON
084911101	0	 	0	0	0	 	 	WESTWOOD EL	 	N	N	N	N	N	N	N	N	N	N	N	81	60	132	Y	107	34	30	200	Y	67	33	28	400	Y	132	59	12	.	Y	.	.	59	GALVESTON	084	30	6.4	467	623	116	18.6	65	10.4	M	 	FRIENDSWOOD ISD	084911	03	EE	EE - 03	E	 	 	04	REGION 04: HOUSTON
084911102	0	 	0	 	0	 	 	C W CLINE EL	 	N	N	N	N	N	N	N	N	N	N	N	96	60	223	Y	213	.	30	0	Z	.	57	28	400	Y	226	58	12	.	Y	.	.	58	GALVESTON	084	45	6.2	722	899	49	5.5	25	2.8	M	 	FRIENDSWOOD ISD	084911	03	KG	KG - 03	E	 	 	04	REGION 04: HOUSTON
084911103	0	 	0	0	0	0	 	ZUE S BALES INT	 	N	N	N	N	N	N	N	N	N	N	N	89	60	595	Y	529	45	30	600	Y	271	42	28	1200	Y	501	42	12	.	Y	.	.	42.3	GALVESTON	084	18	5	361	325	41	12.6	16	4.9	M	 	FRIENDSWOOD ISD	084911	05	04	04 - 05	E	 	 	04	REGION 04: HOUSTON
084911104	0	 	1	1	0	1	 	WINDSONG INT	 	N	N	N	N	N	N	N	N	N	N	N	97	60	965	Y	937	58	30	800	Y	460	58	28	1400	Y	816	66	12	.	Y	.	.	65.8	GALVESTON	084	35	6.3	553	559	27	4.8	6	1.1	M	 	FRIENDSWOOD ISD	084911	05	04	04 - 05	E	 	 	04	REGION 04: HOUSTON
085902001	1	0	0	1	1	0	0	POST H S	 	N	N	N	N	N	N	N	N	N	N	N	84	60	303	Y	256	26	15	600	Y	154	46	31	800	Y	367	81	57	24.4	Y	24.4	21.9	10.2	GARZA	085	33	13.6	242	219	141	64.4	3	1.4	M	 	POST ISD	085902	12	09	09 - 12	S	 	 	17	REGION 17: LUBBOCK
085902040	 	 	 	 	 	 	 	GARZA COUNTY REGIONAL JUVENILE CEN	RESIDENTIAL FACILITY	N	Y	N	N	N	N	N	N	N	N	Y	26	35	73	X	19	7	7	200	X	13	12	11	600	X	69	.	.	.	X	.	.	.	GARZA	085	225	90.7	248	66	66	100	1	1.5	X	 	POST ISD	085902	12	06	06 - 12	B	 	 	17	REGION 17: LUBBOCK
085902041	0	1	0	0	0	0	0	POST MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	71	60	284	Y	201	36	28	600	Y	214	34	27	1400	Y	482	34	13	.	Y	.	.	34	GARZA	085	26	13.7	190	164	116	70.7	8	4.9	M	 	POST ISD	085902	08	06	06 - 08	M	 	 	17	REGION 17: LUBBOCK
085902101	 	 	 	 	 	 	 	POST EL	 	N	N	N	N	N	N	N	N	N	N	N	61	60	249	Y	152	27	30	600	N	164	25	28	1200	N	300	10	12	.	N	.	.	10.3	GARZA	085	50	14.3	350	446	313	70.2	41	9.2	X	3	POST ISD	085902	05	PK	PK - 05	E	 	 	17	REGION 17: LUBBOCK
085903001	0	1	1	0	0	0	0	SOUTHLAND SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	74	60	192	Y	142	32	15	600	Y	191	38	31	1200	Y	456	78	57	25	Y	25	21.7	6.3	GARZA	085	22	13.8	159	157	118	75.2	0	0	M	 	SOUTHLAND ISD	085903	12	KG	KG - 12	B	 	 	17	REGION 17: LUBBOCK
086024101	 	 	0	0	 	 	 	DOSS EL	 	N	N	N	N	N	N	N	N	N	N	N	47	60	17	N	8	38	30	200	Y	76	.	28	0	Z	.	30	12	.	Y	.	.	30	GILLESPIE	086	2	10.5	19	18	0	0	0	0	M	 	DOSS CONSOLIDATED CSD	086024	08	KG	KG - 08	E	 	 	13	REGION 13: AUSTIN
086901001	0	0	1	0	1	1	1	FREDERICKSBURG H S	 	N	N	N	N	N	N	N	N	N	N	N	85	60	1177	Y	1000	19	15	800	Y	154	45	31	1600	Y	720	82	57	24.8	Y	19.8	24.2	13.6	GILLESPIE	086	78	7.8	996	960	403	42	53	5.5	M	 	FREDERICKSBURG ISD	086901	12	09	09 - 12	S	 	 	13	REGION 13: AUSTIN
086901002	 	 	 	 	 	 	 	ALTER SCH	AEC OF CHOICE	Y	Y	N	N	N	N	N	N	N	N	N	38	35	24	Y	9	.	7	0	Z	.	.	11	0	Z	.	99	33	75	Y	.	.	2.3	GILLESPIE	086	21	80.8	26	17	10	58.8	0	0	A	 	FREDERICKSBURG ISD	086901	12	09	09 - 12	S	 	 	13	REGION 13: AUSTIN
086901041	1	0	1	0	1	1	0	FREDERICKSBURG MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	79	60	1295	Y	1027	38	28	800	Y	303	45	27	1800	Y	818	40	13	.	Y	.	.	40.3	GILLESPIE	086	64	9.7	662	644	333	51.7	64	9.9	M	 	FREDERICKSBURG ISD	086901	08	06	06 - 08	M	 	 	13	REGION 13: AUSTIN
086901102	0	 	1	0	1	1	 	FREDERICKSBURG EL	 	N	N	N	N	N	N	N	N	N	Y	N	75	60	897	Y	675	39	30	800	Y	315	35	28	1200	Y	421	41	12	.	Y	.	.	41	GILLESPIE	086	121	11.5	1049	993	606	61	200	20.1	M	 	FREDERICKSBURG ISD	086901	05	01	01 - 05	E	 	 	13	REGION 13: AUSTIN
086901103	1	 	0	0	0	1	 	STONEWALL EL	 	N	N	N	N	N	N	N	N	N	N	N	91	60	88	Y	80	45	30	400	Y	180	51	28	600	Y	308	40	12	.	Y	.	.	39.5	GILLESPIE	086	6	6.1	99	106	33	31.1	2	1.9	M	 	FREDERICKSBURG ISD	086901	05	KG	KG - 05	E	 	 	13	REGION 13: AUSTIN
086901104	 	 	 	 	 	 	 	FREDERICKSBURG PRI	 	N	N	N	N	Y	N	N	Y	N	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	GILLESPIE	086	.	.	.	273	185	67.8	62	22.7	M	 	FREDERICKSBURG ISD	086901	KG	EE	EE - KG	E	086901102	FREDERICKSBURG EL	13	REGION 13: AUSTIN
086902001	1	0	0	0	0	0	1	HARPER H S	 	N	N	N	N	N	N	N	N	N	N	N	90	60	280	Y	251	25	15	400	Y	101	55	31	800	Y	443	86	57	24.4	Y	24.3	20.9	16.1	GILLESPIE	086	16	7.4	216	213	55	25.8	1	0.5	M	 	HARPER ISD	086902	12	09	09 - 12	S	 	 	13	REGION 13: AUSTIN
086902041	0	0	1	1	1	0	0	HARPER MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	80	60	245	Y	197	44	28	400	Y	176	40	27	800	Y	321	51	13	.	Y	.	.	50.5	GILLESPIE	086	20	13.8	145	141	50	35.5	0	0	M	 	HARPER ISD	086902	08	06	06 - 08	M	 	 	13	REGION 13: AUSTIN
086902101	0	 	0	0	0	0	 	HARPER EL	 	N	N	N	N	N	N	N	N	N	N	N	73	60	200	Y	146	42	30	400	Y	168	40	28	600	Y	238	26	12	.	Y	.	.	25.5	GILLESPIE	086	33	14.8	223	255	102	40	4	1.6	M	 	HARPER ISD	086902	05	EE	EE - 05	E	 	 	13	REGION 13: AUSTIN
087901001	0	1	1	0	1	1	1	GARDEN CITY H S	 	N	N	N	N	N	N	N	N	N	N	N	86	60	237	Y	205	35	15	600	Y	212	41	31	1200	Y	486	83	57	25	Y	25	21	11.8	GLASSCOCK	087	4	2.9	138	138	58	42	7	5.1	M	 	GLASSCOCK COUNTY ISD	087901	12	07	07 - 12	S	 	 	18	REGION 18: MIDLAND
087901101	0	 	0	0	0	 	 	GARDEN CITY EL	 	N	N	N	N	N	N	N	N	N	N	N	86	60	111	Y	95	35	30	400	Y	138	44	28	800	Y	348	45	12	.	Y	.	.	44.7	GLASSCOCK	087	11	8.3	132	168	59	35.1	26	15.5	M	 	GLASSCOCK COUNTY ISD	087901	06	PK	PK - 06	E	 	 	18	REGION 18: MIDLAND
088902001	0	0	0	0	0	0	0	GOLIAD H S	 	N	N	N	N	N	N	N	N	N	N	N	85	60	471	Y	398	25	15	600	Y	148	46	31	1400	Y	640	81	57	24.9	Y	22.4	20.9	13	GOLIAD	088	43	9.8	437	397	130	32.7	7	1.8	M	 	GOLIAD ISD	088902	12	09	09 - 12	S	 	 	03	REGION 03: VICTORIA
088902041	0	1	1	0	0	0	1	GOLIAD MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	79	60	510	Y	404	42	28	600	Y	254	40	27	1600	Y	633	42	13	.	Y	.	.	41.7	GOLIAD	088	35	15.5	226	225	96	42.7	2	0.9	M	 	GOLIAD ISD	088902	08	07	07 - 08	M	 	 	03	REGION 03: VICTORIA
088902104	0	 	0	0	0	0	 	GOLIAD EL	 	N	N	N	N	N	N	N	N	N	N	N	75	60	516	Y	387	36	30	600	Y	217	33	28	1200	Y	391	29	12	.	Y	.	.	28.7	GOLIAD	088	36	10.8	334	767	400	52.2	22	2.9	M	 	GOLIAD ISD	088902	06	EE	EE - 06	E	 	 	03	REGION 03: VICTORIA
089901001	0	0	0	1	1	1	0	GONZALES H S	 	N	N	N	N	N	N	N	N	N	N	N	75	60	962	Y	717	23	15	800	Y	183	40	31	1600	Y	641	78	57	23.5	Y	23.9	20.3	10.2	GONZALES	089	100	13.4	746	686	391	57	36	5.2	M	 	GONZALES ISD	089901	12	09	09 - 12	S	 	 	13	REGION 13: AUSTIN
089901042	0	0	0	0	0	0	0	GONZALES J H	 	N	N	N	N	N	N	N	N	N	N	N	65	60	909	Y	594	37	28	800	Y	293	33	27	1800	Y	602	25	13	.	Y	.	.	25	GONZALES	089	46	11.4	402	394	286	72.6	32	8.1	M	 	GONZALES ISD	089901	08	07	07 - 08	M	 	 	13	REGION 13: AUSTIN
089901101	 	 	 	 	 	 	 	GONZALES EAST AVENUE PRI	 	N	N	N	N	N	N	N	Y	N	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	GONZALES	089	34	14	242	605	473	78.2	154	25.5	M	 	GONZALES ISD	089901	01	EE	EE - 01	E	089901102	GONZALES EL	13	REGION 13: AUSTIN
089901102	0	 	0	0	0	 	 	GONZALES EL	 	N	N	N	N	N	N	N	N	N	Y	N	66	60	628	Y	416	32	30	800	Y	254	35	28	800	Y	276	26	12	.	Y	.	.	25.8	GONZALES	089	77	10.6	727	678	510	75.2	136	20.1	M	 	GONZALES ISD	089901	04	02	02 - 04	E	 	 	13	REGION 13: AUSTIN
089901103	0	 	0	0	1	0	 	GONZALES NORTH AVENUE INT	 	N	N	N	N	N	N	N	N	N	N	N	66	60	563	Y	373	32	28	800	Y	258	32	27	800	Y	259	27	13	.	Y	.	.	27	GONZALES	089	35	7.9	441	432	302	69.9	43	10	M	 	GONZALES ISD	089901	06	05	05 - 06	M	 	 	13	REGION 13: AUSTIN
089903001	0	0	0	0	0	0	0	NIXON-SMILEY H S	 	N	N	N	N	N	N	N	N	N	N	N	77	60	377	Y	291	16	15	600	Y	98	40	31	800	Y	322	61	57	24.4	Y	14	14.9	7.5	GONZALES	089	43	14.4	298	279	189	67.7	19	6.8	M	 	NIXON-SMILEY CISD	089903	12	09	09 - 12	S	 	 	13	REGION 13: AUSTIN
089903002	 	 	 	 	 	 	 	FLORESVILLE ALTER ED CTR	 	N	N	N	Y	N	N	N	N	N	N	N	.	60	.	X	.	.	28	0	X	.	.	27	0	X	.	.	.	.	X	.	.	.	GONZALES	089	30	100	30	2	2	100	0	0	X	 	NIXON-SMILEY CISD	089903	09	08	08 - 09	M	 	 	13	REGION 13: AUSTIN
089903003	 	 	 	 	 	 	 	WILSON CO J J A E P	 	N	N	N	N	N	Y	Y	N	N	N	N	.	60	.	X	.	.	15	0	X	.	.	31	0	X	.	.	.	.	X	.	.	.	GONZALES	089	1	100	1	5	5	100	0	0	X	 	NIXON-SMILEY CISD	089903	12	08	08 - 12	S	 	 	13	REGION 13: AUSTIN
089903041	1	1	0	1	1	1	1	NIXON-SMILEY MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	79	60	553	Y	437	48	28	800	Y	385	45	27	1600	Y	713	29	13	.	Y	.	.	28.7	GONZALES	089	41	12.1	338	336	257	76.5	42	12.5	M	 	NIXON-SMILEY CISD	089903	08	05	05 - 08	M	 	 	13	REGION 13: AUSTIN
089903101	0	 	1	1	1	 	 	NIXON SMILEY EL	 	N	N	N	N	N	N	N	N	N	N	N	70	60	178	Y	124	43	30	600	Y	258	38	28	800	Y	302	28	12	.	Y	.	.	27.7	GONZALES	089	50	14.8	338	463	406	87.7	107	23.1	M	 	NIXON-SMILEY CISD	089903	04	EE	EE - 04	E	 	 	13	REGION 13: AUSTIN
089905102	0	0	0	0	0	0	0	WAELDER SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	53	60	350	N	184	22	15	600	Y	134	25	31	1800	N	456	14	21	.	N	.	.	13.7	GONZALES	089	72	24.2	297	308	280	90.9	80	26	I	 	WAELDER ISD	089905	12	PK	PK - 12	B	 	 	13	REGION 13: AUSTIN
090902001	0	1	0	1	0	0	0	LEFORS SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	77	60	153	Y	118	44	15	400	Y	176	39	31	800	Y	308	35	21	.	Y	.	.	34.5	GRAY	090	47	27.3	172	164	100	61	5	3	M	 	LEFORS ISD	090902	12	PK	PK - 12	B	 	 	16	REGION 16: AMARILLO
090903001	0	0	1	0	1	1	0	MCLEAN SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	84	60	247	Y	207	37	15	400	Y	149	35	31	800	Y	283	85	57	23.3	Y	25	25	11.5	GRAY	090	37	18.7	198	206	91	44.2	4	1.9	M	 	MCLEAN ISD	090903	12	PK	PK - 12	B	 	 	16	REGION 16: AMARILLO
090904001	0	0	0	0	0	0	0	PAMPA H S	 	N	N	N	N	N	N	N	N	N	N	N	73	60	1328	Y	971	17	15	800	Y	136	40	31	1600	Y	642	75	57	24.7	Y	17.4	22.1	10.8	GRAY	090	154	15.4	1000	956	372	38.9	66	6.9	M	 	PAMPA ISD	090904	12	09	09 - 12	S	 	 	16	REGION 16: AMARILLO
090904002	 	 	 	 	 	 	 	P L C-PAMPA LEARNING CTR	AEC OF CHOICE	Y	Y	N	N	N	N	N	N	N	N	N	77	35	60	Y	46	34	7	200	Y	67	34	11	400	Y	136	100	33	75	Y	.	.	4.5	GRAY	090	50	73.5	68	37	20	54.1	3	8.1	A	 	PAMPA ISD	090904	12	09	09 - 12	S	 	 	16	REGION 16: AMARILLO
090904042	0	0	0	0	0	0	0	PAMPA J H	 	N	N	N	N	N	N	N	N	N	N	N	67	60	1358	Y	914	27	28	1200	N	324	28	27	1600	Y	441	23	13	.	Y	.	.	22.7	GRAY	090	114	13.5	846	833	460	55.2	122	14.6	M	 	PAMPA ISD	090904	08	06	06 - 08	M	 	 	16	REGION 16: AMARILLO
090904101	0	 	0	0	0	0	 	AUSTIN EL	 	N	N	N	N	N	N	N	N	N	N	N	80	60	321	Y	257	37	30	600	Y	223	42	28	800	Y	334	28	12	.	Y	.	.	27.7	GRAY	090	49	11.8	416	474	156	32.9	24	5.1	M	 	PAMPA ISD	090904	05	KG	KG - 05	E	 	 	16	REGION 16: AMARILLO
090904105	0	 	0	0	0	0	 	LAMAR EL	 	N	N	N	N	N	N	N	N	N	N	N	57	60	351	N	201	34	30	600	Y	203	34	28	800	Y	270	20	12	.	Y	.	.	20	GRAY	090	73	18.4	396	634	558	88	242	38.2	M	 	PAMPA ISD	090904	05	EE	EE - 05	E	 	 	16	REGION 16: AMARILLO
090904107	0	 	0	0	0	0	 	TRAVIS EL	 	N	N	N	N	N	N	N	N	N	N	N	76	60	280	Y	214	46	30	600	Y	274	41	28	800	Y	324	23	12	.	Y	.	.	23.3	GRAY	090	57	15.4	369	388	178	45.9	31	8	M	 	PAMPA ISD	090904	05	KG	KG - 05	E	 	 	16	REGION 16: AMARILLO
090904108	0	 	0	0	0	0	 	WILSON EL	 	N	N	N	N	N	N	N	N	N	N	N	61	60	259	Y	157	35	30	800	Y	281	27	28	1200	N	321	10	12	.	N	.	.	10.3	GRAY	090	78	17.8	438	502	401	79.9	187	37.3	I	 	PAMPA ISD	090904	05	KG	KG - 05	E	 	 	16	REGION 16: AMARILLO
090905101	0	 	1	0	0	 	 	GRANDVIEW-HOPKINS EL	 	N	N	N	N	N	N	N	N	N	N	N	78	60	32	Y	25	39	30	200	Y	77	39	28	200	Y	77	43	12	.	Y	.	.	43	GRAY	090	10	23.8	42	42	15	35.7	0	0	M	 	GRANDVIEW-HOPKINS ISD	090905	06	PK	PK - 06	E	 	 	16	REGION 16: AMARILLO
091901001	0	0	0	1	0	0	0	BELLS H S	 	N	N	N	N	N	N	N	N	N	N	N	91	60	287	Y	260	30	15	400	Y	121	51	31	800	Y	406	85	57	24.4	Y	22.3	22	16.4	GRAYSON	091	27	12	225	212	61	28.8	0	0	M	 	BELLS ISD	091901	12	09	09 - 12	S	 	 	10	REGION 10: RICHARDSON
091901041	0	0	0	0	0	0	0	PRITCHARD J H	 	N	N	N	N	N	N	N	N	N	N	N	86	60	357	Y	307	40	28	400	Y	161	42	27	800	Y	338	44	13	.	Y	.	.	43.5	GRAYSON	091	17	8.9	190	194	52	26.8	1	0.5	M	 	BELLS ISD	091901	08	06	06 - 08	M	 	 	10	REGION 10: RICHARDSON
091901101	1	 	1	0	0	0	 	BELLS EL	 	N	N	N	N	N	N	N	N	N	N	N	88	60	227	Y	200	42	30	400	Y	166	47	28	600	Y	282	43	12	.	Y	.	.	43	GRAYSON	091	27	8.7	312	346	127	36.7	0	0	M	 	BELLS ISD	091901	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON
091902001	0	0	1	0	0	1	0	COLLINSVILLE H S	 	N	N	N	N	N	N	N	N	N	N	N	79	60	513	Y	404	32	15	600	Y	190	39	31	1000	Y	393	82	57	25	Y	23.1	23.1	11.2	GRAYSON	091	45	16.4	274	264	96	36.4	10	3.8	M	 	COLLINSVILLE ISD	091902	12	07	07 - 12	S	 	 	10	REGION 10: RICHARDSON
091902101	0	 	1	1	1	0	 	COLLINSVILLE INT	 	N	N	N	N	N	N	N	N	N	N	N	81	60	94	Y	76	43	28	400	Y	170	44	27	400	Y	175	48	13	.	Y	.	.	47.5	GRAYSON	091	11	12.4	89	67	34	50.7	5	7.5	M	 	COLLINSVILLE ISD	091902	06	05	05 - 06	M	 	 	10	REGION 10: RICHARDSON
091902102	1	 	1	1	1	 	 	COLLINSVILLE PRI	 	N	N	N	N	N	N	N	N	N	N	N	87	60	97	Y	84	64	30	400	Y	256	52	28	400	Y	207	43	12	.	Y	.	.	43	GRAYSON	091	23	15.9	145	204	114	55.9	18	8.8	M	 	COLLINSVILLE ISD	091902	04	PK	PK - 04	E	 	 	10	REGION 10: RICHARDSON
091903001	1	1	1	0	1	1	1	DENISON H S	 	N	N	N	N	N	N	N	N	N	N	N	81	60	1396	Y	1137	22	15	1200	Y	259	47	31	1800	Y	838	77	57	23.6	Y	24.2	17.4	12	GRAYSON	091	238	18.1	1313	1241	667	53.7	6	0.5	M	 	DENISON ISD	091903	12	09	09 - 12	S	 	 	10	REGION 10: RICHARDSON
091903002	 	 	 	 	 	 	 	PATHWAYS H S	AEC OF CHOICE - DRS	Y	Y	N	N	N	N	N	N	N	N	N	75	35	16	Y	12	.	7	0	Z	.	43	11	600	Y	260	100	33	75	Y	.	.	4.4	GRAYSON	091	60	83.3	72	13	10	76.9	0	0	A	 	DENISON ISD	091903	12	09	09 - 12	S	 	 	10	REGION 10: RICHARDSON
091903041	0	0	0	0	0	0	0	HENRY SCOTT MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	73	60	1581	Y	1158	37	28	1400	Y	524	35	27	2600	Y	910	26	13	.	Y	.	.	25.6	GRAYSON	091	151	14.2	1066	670	404	60.3	21	3.1	M	 	DENISON ISD	091903	08	07	07 - 08	M	 	 	10	REGION 10: RICHARDSON
091903045	1	 	1	0	1	1	 	B MCDANIEL INT	 	N	N	N	N	N	N	Y	N	N	N	N	82	60	871	Y	717	30	28	1400	Y	425	44	27	400	Y	176	29	13	.	Y	.	.	29.2	GRAYSON	091	.	.	.	651	435	66.8	38	5.8	M	 	DENISON ISD	091903	06	05	05 - 06	M	 	 	10	REGION 10: RICHARDSON
091903103	0	 	0	0	0	 	 	HOUSTON EL	 	N	N	N	N	N	N	N	N	N	N	N	67	60	156	Y	105	23	30	400	N	91	32	28	400	Y	128	21	12	.	Y	.	.	21	GRAYSON	091	49	17.6	278	291	209	71.8	13	4.5	M	 	DENISON ISD	091903	04	EE	EE - 04	E	 	 	10	REGION 10: RICHARDSON
091903104	0	 	1	1	1	 	 	HYDE PARK EL	 	N	N	N	N	N	N	N	N	N	N	N	80	60	149	Y	119	47	30	400	Y	186	38	28	400	Y	153	41	12	.	Y	.	.	41	GRAYSON	091	51	19.5	262	395	257	65.1	14	3.5	M	 	DENISON ISD	091903	04	EE	EE - 04	E	 	 	10	REGION 10: RICHARDSON
091903112	1	 	1	0	1	 	 	MAYES EL	 	N	N	N	N	N	N	N	N	N	N	N	83	60	258	Y	215	41	30	600	Y	246	48	28	600	Y	286	47	12	.	Y	.	.	47	GRAYSON	091	93	19.7	473	459	330	71.9	130	28.3	M	 	DENISON ISD	091903	04	PK	PK - 04	E	 	 	10	REGION 10: RICHARDSON
