CAMPUS	CAD_GAP	CAD_MATH	CAD_POST	CAD_PROGRESS	CAD_READ	CAD_SCIE	CAD_SOCI	CAMPNAME	CFLAEATYPE	CFLAEC	CFLALTED	CFLCHART	CFLDAEP	CFLEEK	CFLJJ	CFLNEWCAMP	CFLPAIR	CFLPAIRD	CFLPAIRO	CFLRTF	CI1	CI1_CUT	CI1_MAXPTS	CI1_MET	CI1_TOTPTS	CI2	CI2_CUT	CI2_MAXPTS	CI2_MET	CI2_TOTPTS	CI3	CI3_CUT	CI3_MAXPTS	CI3_MET	CI3_TOTPTS	CI4	CI4_CRB_WGT	CI4_CUT	CI4_GRD_WGT	CI4_MET	CI4_RHS_WGT	CI4_STR_WGT	CNTYNAME	COUNTY	CPEMALLC	CPEMALLP	CPEMALLT	CPETALLC	CPETECOC	CPETECOP	CPETLEPC	CPETLEPP	C_RATING	C_UPDATE	DISTNAME	DISTRICT	GRDHIGH	GRDLOW	GRDSPAN	GRDTYPE	PAIRCAMP	PAIRNAME	REGION	REGNNAME
108909120	1	1	1	1	1	1	 	ARNOLDO CANTU SR EL	 	N	N	N	N	N	N	N	N	N	N	N	82	55	809	Y	662	54	33	1200	Y	642	49	28	800	Y	393	43	.	12	.	Y	.	43	HIDALGO	108	106	16.6	639	760	652	85.8	325	42.8	M	 	PHARR-SAN JUAN-ALAMO ISD	108909	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108909121	0	0	0	0	1	0	 	SANTOS LIVAS EL	 	N	N	N	N	N	N	N	N	N	N	N	80	55	707	Y	564	49	33	1200	Y	586	44	28	800	Y	348	34	.	12	.	Y	.	34	HIDALGO	108	81	14.7	552	674	598	88.7	290	43	M	 	PHARR-SAN JUAN-ALAMO ISD	108909	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108909122	1	1	1	1	1	1	 	DRS REED - MOCK EL	 	N	N	N	N	N	N	N	N	N	N	N	85	55	644	Y	547	55	33	1600	Y	876	51	28	800	Y	411	41	.	12	.	Y	.	41	HIDALGO	108	94	19.6	480	588	529	90	306	52	M	 	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909123	0	1	0	1	1	0	 	CESAR CHAVEZ EL	 	N	N	N	N	N	N	N	N	N	N	N	75	55	803	Y	605	59	33	1200	Y	707	44	28	800	Y	351	30	.	12	.	Y	.	29.5	HIDALGO	108	100	14.9	671	701	694	99	531	75.7	M	 	PHARR-SAN JUAN-ALAMO ISD	108909	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108909124	1	1	1	1	1	0	 	DR WILLIAM LONG EL	 	N	N	N	N	N	N	N	N	N	N	N	85	55	920	Y	780	56	33	1200	Y	672	52	28	800	Y	415	40	.	12	.	Y	.	40	HIDALGO	108	78	12.1	644	881	702	79.7	319	36.2	M	 	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909125	1	1	1	1	1	1	 	VIDA N CLOVER EL	 	N	N	N	N	N	N	N	N	N	N	N	79	55	588	Y	465	53	33	1200	Y	636	47	28	800	Y	378	35	.	12	.	Y	.	35	HIDALGO	108	84	18.4	457	598	540	90.3	273	45.7	M	 	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909126	0	0	0	0	0	0	 	AUGUSTO GUERRA EL	 	N	N	N	N	N	N	N	N	N	N	N	68	55	634	Y	431	45	33	1200	Y	542	38	28	800	Y	304	25	.	12	.	Y	.	25	HIDALGO	108	61	12	507	587	540	92	336	57.2	M	 	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909127	1	1	1	1	1	1	 	GRACIELA GARCIA EL	 	N	N	N	N	N	N	N	N	N	N	N	79	55	843	Y	664	59	33	1200	Y	712	48	28	800	Y	385	37	.	12	.	Y	.	37	HIDALGO	108	101	15.8	638	721	673	93.3	570	79.1	M	 	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909128	0	1	0	1	1	0	 	CARMEN ANAYA EL	 	N	N	N	N	N	N	N	N	N	N	N	65	55	765	Y	501	56	33	1200	Y	671	37	28	800	Y	297	21	.	12	.	Y	.	20.5	HIDALGO	108	123	20.7	595	682	639	93.7	500	73.3	M	 	PHARR-SAN JUAN-ALAMO ISD	108909	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108909129	0	1	0	0	1	0	 	SGT LEONEL TREVINO EL	 	N	N	N	N	N	N	N	N	N	N	N	64	55	741	Y	474	51	33	1200	Y	607	37	28	800	Y	298	25	.	12	.	Y	.	25	HIDALGO	108	79	14.9	531	673	622	92.4	477	70.9	M	 	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909130	0	0	1	0	0	1	 	ALLEN & WILLIAM ARNOLD EL	 	N	N	N	N	N	N	N	N	N	N	N	73	55	640	Y	469	51	33	1200	Y	613	41	28	800	Y	328	35	.	12	.	Y	.	34.5	HIDALGO	108	82	15.6	524	647	525	81.1	288	44.5	M	 	PHARR-SAN JUAN-ALAMO ISD	108909	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108909131	 	 	 	 	 	 	 	PSJA EARLY START	 	N	N	N	N	Y	N	N	Y	Y	N	N	.	.	.	P	.	.	33	0	P	.	.	.	0	P	.	.	.	.	.	P	.	.	HIDALGO	108	.	.	.	660	660	100	505	76.5	M	 	PHARR-SAN JUAN-ALAMO ISD	108909	PK	EE	EE - PK	E	108909000	PHARR-SAN JUAN-ALAMO ISD	01	REGION 01: EDINBURG
108909134	1	1	1	1	1	1	 	MARCIA R GARZA	 	N	N	N	N	N	N	N	N	N	N	N	86	55	573	Y	491	59	33	1200	Y	706	54	28	800	Y	434	46	.	12	.	Y	.	45.5	HIDALGO	108	96	20.4	471	573	564	98.4	395	68.9	M	 	PHARR-SAN JUAN-ALAMO ISD	108909	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108910001	0	0	0	 	0	0	0	PROGRESO H S	 	N	N	N	N	N	N	N	N	N	N	N	62	55	904	Y	559	.	.	1200	 	165	35	31	800	Y	281	62	7.8	57	24.8	Y	23.8	5.8	HIDALGO	108	91	15.6	584	539	536	99.4	149	27.6	M	 	PROGRESO ISD	108910	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108910003	 	 	 	 	 	 	 	SCHOOL OF CHOICE	AEC OF CHOICE - DRS	Y	Y	N	N	N	N	N	N	N	N	N	39	30	28	Y	11	.	.	0	 	.	15	11	200	Y	29	70	.	45	40	Y	.	.	HIDALGO	108	58	78.4	74	18	18	100	10	55.6	A	 	PROGRESO ISD	108910	12	10	10 - 12	S	 	 	01	REGION 01: EDINBURG
108910004	 	 	 	 	 	 	 	DAEP	 	N	N	N	Y	N	N	N	N	N	N	N	.	55	0	X	0	.	.	0	X	.	.	31	0	X	.	.	.	.	.	X	.	.	HIDALGO	108	41	100	41	2	1	50	0	0	X	 	PROGRESO ISD	108910	12	11	11 - 12	S	 	 	01	REGION 01: EDINBURG
108910041	0	0	0	0	0	0	0	DOROTHY THOMPSON MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	64	55	1331	Y	846	35	28	1600	Y	565	33	27	1000	Y	326	18	.	13	.	Y	.	18	HIDALGO	108	48	14.8	325	472	467	98.9	229	48.5	M	 	PROGRESO ISD	108910	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108910102	0	0	1	0	0	0	 	PROGRESO EL WEST	 	N	N	N	N	N	N	N	N	N	N	N	74	55	635	Y	473	43	33	1200	Y	521	41	28	800	Y	330	32	.	12	.	Y	.	32	HIDALGO	108	34	9.1	373	554	554	100	416	75.1	M	 	PROGRESO ISD	108910	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108910104	0	0	0	0	0	0	 	NORTH EL	 	N	N	N	N	N	N	N	N	N	N	N	61	55	639	Y	389	44	33	1200	Y	527	35	28	800	Y	283	21	.	12	.	Y	.	21	HIDALGO	108	53	13.6	390	549	547	99.6	438	79.8	M	 	PROGRESO ISD	108910	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108911001	1	1	1	 	0	1	0	SHARYLAND H S	 	N	N	N	N	N	N	N	N	N	N	N	82	55	4269	Y	3500	.	.	1800	 	464	52	31	2200	Y	1152	80	14.1	57	23.8	Y	24.1	17.9	HIDALGO	108	430	12.8	3355	3264	1775	54.4	423	13	M	 	SHARYLAND ISD	108911	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108911041	1	1	1	1	1	1	1	B L GRAY J H	 	N	N	N	N	N	N	N	N	N	N	N	88	55	2648	Y	2325	49	28	2000	Y	989	53	27	2000	Y	1059	67	.	13	.	Y	.	66.7	HIDALGO	108	91	11.4	801	816	425	52.1	178	21.8	M	 	SHARYLAND ISD	108911	08	07	07 - 08	M	 	 	01	REGION 01: EDINBURG
108911042	1	1	1	1	1	1	0	SHARYLAND NORTH J H	 	N	N	N	N	N	N	N	N	N	N	N	86	55	2792	Y	2407	48	28	2000	Y	964	50	27	2000	Y	1005	66	.	13	.	Y	.	66.3	HIDALGO	108	82	9.1	902	842	542	64.4	108	12.8	M	 	SHARYLAND ISD	108911	08	07	07 - 08	M	 	 	01	REGION 01: EDINBURG
108911101	1	1	1	1	0	1	 	JOHN H SHARY EL	 	N	N	N	N	N	N	N	N	N	N	N	91	55	1119	Y	1023	53	33	1200	Y	635	56	28	1600	Y	890	55	.	12	.	Y	.	55	HIDALGO	108	72	10.4	694	780	371	47.6	196	25.1	M	 	SHARYLAND ISD	108911	06	PK	PK - 06	E	 	 	01	REGION 01: EDINBURG
108911102	0	0	1	0	0	1	 	OLIVERO GARZA SR EL	 	N	N	N	N	N	N	N	N	N	N	N	79	55	846	Y	671	43	33	1200	Y	512	44	28	800	Y	355	39	.	12	.	Y	.	38.5	HIDALGO	108	74	13.1	566	643	522	81.2	222	34.5	M	 	SHARYLAND ISD	108911	06	PK	PK - 06	E	 	 	01	REGION 01: EDINBURG
108911103	1	1	1	0	1	1	 	JESSIE L JENSEN EL	 	N	N	N	N	N	N	N	N	N	N	N	84	55	818	Y	688	42	33	1600	Y	679	50	28	800	Y	401	38	.	12	.	Y	.	38	HIDALGO	108	87	14.8	586	708	599	84.6	360	50.8	M	 	SHARYLAND ISD	108911	06	PK	PK - 06	E	 	 	01	REGION 01: EDINBURG
108911104	0	1	1	0	1	0	 	ROMULO D MARTINEZ EL	 	N	N	N	N	N	N	N	N	N	N	N	83	55	908	Y	750	50	33	1200	Y	605	47	28	800	Y	379	45	.	12	.	Y	.	45	HIDALGO	108	58	9.7	601	654	430	65.7	277	42.4	M	 	SHARYLAND ISD	108911	06	EE	EE - 06	E	 	 	01	REGION 01: EDINBURG
108911105	1	1	1	1	1	0	 	RUBEN HINOJOSA EL	 	N	N	N	N	N	N	N	N	N	N	N	88	55	690	Y	608	61	33	1200	Y	732	54	28	800	Y	433	54	.	12	.	Y	.	54	HIDALGO	108	93	17.7	525	484	225	46.5	269	55.6	M	 	SHARYLAND ISD	108911	06	PK	PK - 06	E	 	 	01	REGION 01: EDINBURG
108911107	1	0	1	0	1	1	 	LLOYD & DOLLY BENTSEN EL	 	N	N	N	N	N	N	N	N	N	N	N	90	55	736	Y	662	50	33	1200	Y	601	55	28	800	Y	441	44	.	12	.	Y	.	44	HIDALGO	108	69	12.7	545	646	481	74.5	341	52.8	M	 	SHARYLAND ISD	108911	06	PK	PK - 06	E	 	 	01	REGION 01: EDINBURG
108911108	1	1	1	1	1	1	 	HARRY SHIMOTSU EL	 	N	N	N	N	N	N	N	N	N	N	N	95	55	937	Y	892	62	33	1200	Y	740	64	28	1600	Y	1022	68	.	12	.	Y	.	68	HIDALGO	108	79	11.6	679	642	203	31.6	256	39.9	M	 	SHARYLAND ISD	108911	06	PK	PK - 06	E	 	 	01	REGION 01: EDINBURG
108911109	1	1	1	0	1	1	 	DONNA WERNECKE EL	 	N	N	N	N	N	N	N	N	N	N	N	84	55	1007	Y	846	45	33	1200	Y	543	49	28	800	Y	395	44	.	12	.	Y	.	43.5	HIDALGO	108	62	10.6	587	763	500	65.5	305	40	M	 	SHARYLAND ISD	108911	06	PK	PK - 06	E	 	 	01	REGION 01: EDINBURG
108912001	0	0	1	 	0	1	0	LA JOYA H S	 	N	N	N	N	N	N	N	N	N	N	N	61	55	3935	Y	2400	.	.	1400	 	156	36	31	800	Y	286	63	11	57	21	Y	24	7.3	HIDALGO	108	599	22.4	2678	2382	2306	96.8	377	15.8	M	 	LA JOYA ISD	108912	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108912004	0	0	0	 	0	0	0	JUAREZ-LINCOLN H S	 	N	N	N	N	N	N	N	N	N	N	N	54	55	3843	N	2073	.	.	1200	 	141	33	31	800	Y	266	61	10.3	57	21.2	Y	23.8	6	HIDALGO	108	502	21.4	2347	2271	2250	99.1	562	24.7	I	 	LA JOYA ISD	108912	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108912005	 	 	 	 	 	 	 	HOPE ACADEMY	 	N	N	N	Y	N	N	N	N	N	N	N	.	55	.	X	.	.	.	0	X	.	.	31	0	X	.	.	.	.	.	X	.	.	HIDALGO	108	365	100	365	62	61	98.4	23	37.1	X	 	LA JOYA ISD	108912	12	04	04 - 12	B	 	 	01	REGION 01: EDINBURG
108912006	 	 	 	 	 	 	 	J J A E P	 	N	N	N	N	N	Y	N	N	N	N	N	.	55	.	X	.	.	.	0	X	.	.	31	0	X	.	.	.	.	.	X	.	.	HIDALGO	108	6	100	6	2	2	100	0	0	X	 	LA JOYA ISD	108912	12	11	11 - 12	S	 	 	01	REGION 01: EDINBURG
108912007	0	0	0	 	0	0	0	LA JOYA PALMVIEW H S	 	N	N	N	N	N	N	N	N	N	N	N	64	55	3369	Y	2158	.	.	1200	 	175	38	31	800	Y	302	64	11.3	57	20.4	Y	24	8	HIDALGO	108	567	23	2467	2177	2080	95.5	262	12	M	 	LA JOYA ISD	108912	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108912008	1	1	1	 	0	0	0	JIMMY CARTER EARLY COLLEGE H S	 	N	N	N	N	N	N	N	N	N	N	N	92	55	493	Y	454	.	.	400	 	178	52	31	800	Y	419	56	.	21	.	Y	.	56	HIDALGO	108	30	9.7	310	382	379	99.2	9	2.4	M	 	LA JOYA ISD	108912	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108912010	1	0	1	 	 	1	 	THELMA ROSA SALINAS STEM EARLY COL	 	N	N	N	N	N	N	N	N	N	N	N	93	55	378	Y	350	.	.	600	 	136	51	31	600	Y	304	63	.	21	.	Y	.	63	HIDALGO	108	19	16.2	117	196	193	98.5	6	3.1	M	 	LA JOYA ISD	108912	10	09	09 - 10	S	 	 	01	REGION 01: EDINBURG
108912041	1	0	1	1	0	1	1	LORENZO DE ZAVALA MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	69	55	2062	Y	1421	38	28	1600	Y	607	37	27	1000	Y	367	29	.	13	.	Y	.	29	HIDALGO	108	80	10.7	748	703	687	97.7	190	27	M	 	LA JOYA ISD	108912	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108912042	0	1	1	0	0	1	0	CESAR CHAVEZ MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	67	55	2661	Y	1774	31	28	1600	Y	499	34	27	1000	Y	343	28	.	13	.	Y	.	28	HIDALGO	108	117	12.4	945	901	853	94.7	222	24.6	M	 	LA JOYA ISD	108912	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108912043	0	0	0	0	0	0	0	DR JAVIER SAENZ MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	55	55	1924	Y	1053	31	28	1600	Y	495	26	27	1000	N	259	15	.	13	.	Y	.	15	HIDALGO	108	132	18.5	714	702	699	99.6	264	37.6	I	 	LA JOYA ISD	108912	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108912044	0	0	0	1	1	0	0	MEMORIAL MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	67	55	1882	Y	1255	34	28	1600	Y	551	34	27	1000	Y	338	22	.	13	.	Y	.	21.5	HIDALGO	108	136	18.6	733	671	647	96.4	137	20.4	M	 	LA JOYA ISD	108912	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108912045	1	1	1	1	0	1	0	ANN RICHARDS MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	67	55	2597	Y	1741	40	28	1600	Y	643	34	27	1000	Y	344	22	.	13	.	Y	.	22	HIDALGO	108	151	15.6	969	914	908	99.3	385	42.1	M	 	LA JOYA ISD	108912	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108912046	0	0	0	0	0	0	1	IRENE M GARCIA MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	66	55	2453	Y	1622	31	28	1600	Y	498	33	27	1000	Y	330	21	.	13	.	Y	.	21	HIDALGO	108	107	11.7	915	848	806	95	179	21.1	M	 	LA JOYA ISD	108912	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108912048	0	0	0	0	0	0	0	JUAN DE DIOS SALINAS MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	59	55	2400	Y	1421	28	28	1600	Y	443	29	27	1000	Y	291	18	.	13	.	Y	.	18	HIDALGO	108	127	16.2	784	848	845	99.6	359	42.3	M	 	LA JOYA ISD	108912	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108912049	0	0	0	0	0	0	0	DOMINGO TREVINO MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	59	55	2651	Y	1552	33	28	1600	Y	521	29	27	1000	Y	289	18	.	13	.	Y	.	18	HIDALGO	108	165	15.6	1056	929	912	98.2	369	39.7	M	 	LA JOYA ISD	108912	08	06	06 - 08	M	 	 	01	REGION 01: EDINBURG
108912102	1	1	1	1	1	1	 	JOHN F KENNEDY EL	 	N	N	N	N	N	N	N	N	N	N	N	80	55	871	Y	698	53	33	1200	Y	640	50	28	800	Y	398	44	.	12	.	Y	.	43.5	HIDALGO	108	56	9.1	617	799	617	77.2	353	44.2	M	 	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912104	0	0	0	0	1	0	 	GUILLERMO FLORES EL	 	N	N	N	N	N	N	N	N	N	N	N	71	55	642	Y	458	51	33	1200	Y	613	42	28	800	Y	337	28	.	12	.	Y	.	28	HIDALGO	108	71	14.8	480	593	539	90.9	371	62.6	M	 	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912105	0	0	0	0	1	0	 	ROSENDO BENAVIDES EL	 	N	N	N	N	N	N	N	N	N	N	N	59	55	526	Y	312	48	33	1200	Y	578	34	28	800	Y	269	27	.	12	.	Y	.	27	HIDALGO	108	44	11.1	396	466	445	95.5	414	88.8	M	 	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912106	0	0	0	0	0	0	 	LEO J LEO EL	 	N	N	N	N	N	N	N	N	N	N	N	67	55	590	Y	393	44	33	1200	Y	527	38	28	800	Y	300	28	.	12	.	Y	.	28	HIDALGO	108	103	21.5	479	611	556	91	416	68.1	M	 	LA JOYA ISD	108912	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108912107	1	1	1	1	0	0	 	ELIGIO KIKA DE LA GARZA EL	 	N	N	N	N	N	N	N	N	N	N	N	79	55	513	Y	403	54	33	1200	Y	649	50	28	800	Y	400	34	.	12	.	Y	.	34	HIDALGO	108	123	26.3	467	489	469	95.9	351	71.8	M	 	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912108	0	0	0	0	1	0	 	E B REYNA EL	 	N	N	N	N	N	N	N	N	N	N	N	73	55	724	Y	527	45	33	1200	Y	538	43	28	800	Y	341	30	.	12	.	Y	.	30	HIDALGO	108	102	17.3	588	742	625	84.2	352	47.4	M	 	LA JOYA ISD	108912	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108912109	0	0	0	0	0	0	 	ELODIA R CHAPA EL	 	N	N	N	N	N	N	N	N	N	N	N	57	55	684	Y	390	43	33	1200	Y	513	34	28	800	Y	270	21	.	12	.	Y	.	21	HIDALGO	108	130	24.8	525	640	621	97	499	78	M	 	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912110	0	0	1	0	1	1	 	JOSE DE ESCANDON EL	 	N	N	N	N	N	N	N	N	N	N	N	67	55	858	Y	579	45	33	1200	Y	534	41	28	800	Y	325	31	.	12	.	Y	.	31	HIDALGO	108	94	14.5	648	738	669	90.7	484	65.6	M	 	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912111	0	0	0	0	0	0	 	DIAZ-VILLARREAL EL	 	N	N	N	N	N	N	N	N	N	N	N	70	55	838	Y	585	46	33	1200	Y	556	41	28	800	Y	329	26	.	12	.	Y	.	26	HIDALGO	108	145	22.2	653	777	739	95.1	582	74.9	M	 	LA JOYA ISD	108912	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108912112	0	0	0	0	0	0	 	NARCISO CAVAZOS	 	N	N	N	N	N	N	N	N	N	N	N	73	55	630	Y	460	52	33	1200	Y	618	43	28	800	Y	342	28	.	12	.	Y	.	28	HIDALGO	108	80	15.9	504	605	566	93.6	448	74	M	 	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912113	0	0	0	0	0	1	 	TABASCO EL	 	N	N	N	N	N	N	N	N	N	N	N	59	55	755	Y	442	41	33	1200	Y	490	31	28	800	Y	248	20	.	12	.	Y	.	20	HIDALGO	108	119	20	596	761	683	89.8	452	59.4	M	 	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912114	1	0	0	0	0	0	 	PATRICIO PEREZ EL	 	N	N	N	N	N	N	N	N	N	N	N	76	55	670	Y	511	51	33	1200	Y	606	45	28	800	Y	363	31	.	12	.	Y	.	31	HIDALGO	108	103	19	541	657	637	97	490	74.6	M	 	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912115	0	0	0	1	1	0	 	HENRY B GONZALEZ EL	 	N	N	N	N	N	N	N	N	N	N	N	72	55	645	Y	466	52	33	1200	Y	619	43	28	800	Y	341	33	.	12	.	Y	.	33	HIDALGO	108	112	21.1	530	652	604	92.6	414	63.5	M	 	LA JOYA ISD	108912	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108912116	1	1	1	1	1	1	 	LLOYD M BENTSEN EL	 	N	N	N	N	N	N	N	N	N	N	N	86	55	748	Y	644	57	33	1200	Y	680	55	28	800	Y	442	48	.	12	.	Y	.	48	HIDALGO	108	133	20.6	647	761	682	89.6	407	53.5	M	 	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912117	0	1	0	0	0	0	 	SAM FORDYCE EL	 	N	N	N	N	N	N	N	N	N	N	N	64	55	512	Y	329	45	33	1200	Y	542	37	28	800	Y	293	29	.	12	.	Y	.	29	HIDALGO	108	54	13.5	399	484	455	94	298	61.6	M	 	LA JOYA ISD	108912	05	EE	EE - 05	E	 	 	01	REGION 01: EDINBURG
108912118	0	0	0	0	0	0	 	EMILIANO ZAPATA EL	 	N	N	N	N	N	N	N	N	N	N	N	63	55	813	Y	515	46	33	1200	Y	552	35	28	800	Y	278	28	.	12	.	Y	.	28	HIDALGO	108	127	19	669	756	731	96.7	638	84.4	M	 	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912120	0	0	0	0	0	0	 	JUAN SEGUIN EL	 	N	N	N	N	N	N	N	N	N	N	N	56	55	912	Y	514	45	33	1200	Y	534	32	28	800	Y	253	25	.	12	.	Y	.	25	HIDALGO	108	145	21	690	897	879	98	785	87.5	M	 	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912121	1	0	0	1	1	0	 	ENRIQUE KIKI CAMARENA EL	 	N	N	N	N	N	N	N	N	N	N	N	79	55	827	Y	657	53	33	1200	Y	639	49	28	800	Y	390	34	.	12	.	Y	.	34	HIDALGO	108	80	13.7	582	730	587	80.4	348	47.7	M	 	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912122	0	0	0	0	0	0	 	DR AMERICO PAREDES EL	 	N	N	N	N	N	N	N	N	N	N	N	67	55	724	Y	482	45	33	1200	Y	544	38	28	800	Y	300	25	.	12	.	Y	.	25	HIDALGO	108	113	20	566	629	605	96.2	485	77.1	M	 	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912123	1	1	1	1	1	1	 	WILLIAM J CLINTON EL	 	N	N	N	N	N	N	N	N	N	N	N	76	55	738	Y	561	57	33	1200	Y	687	47	28	800	Y	378	34	.	12	.	Y	.	34	HIDALGO	108	107	18.2	588	712	697	97.9	610	85.7	M	 	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912124	0	0	0	0	0	0	 	CORINA PENA EL	 	N	N	N	N	N	N	N	N	N	N	N	61	55	770	Y	466	42	33	1200	Y	498	34	28	800	Y	268	17	.	12	.	Y	.	17	HIDALGO	108	119	19	626	759	716	94.3	572	75.4	M	 	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912126	0	0	0	0	0	0	 	EVANGELINA GARZA EL	 	N	N	N	N	N	N	N	N	N	N	N	62	55	797	Y	497	41	33	1200	Y	491	35	28	800	Y	276	27	.	12	.	Y	.	27	HIDALGO	108	94	16	586	766	753	98.3	687	89.7	M	 	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108912127	0	0	1	0	1	0	 	DR MARIA PALMIRA MENDIOLA EL	 	N	N	N	N	N	N	N	N	N	N	N	73	55	687	Y	501	49	33	1200	Y	589	44	28	800	Y	352	33	.	12	.	Y	.	33	HIDALGO	108	105	19.8	530	633	618	97.6	525	82.9	M	 	LA JOYA ISD	108912	05	PK	PK - 05	E	 	 	01	REGION 01: EDINBURG
108913001	0	0	0	 	0	0	0	WESLACO H S	 	N	N	N	N	N	N	N	N	N	N	N	68	55	3523	Y	2390	.	.	1400	 	239	38	31	1600	Y	605	68	12.8	57	22.6	Y	22.3	10.1	HIDALGO	108	554	19.9	2783	2445	2011	82.2	355	14.5	M	 	WESLACO ISD	108913	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
108913002	 	 	 	 	 	 	 	GUIDANCE CENTER	 	N	N	N	Y	N	N	N	N	N	N	N	.	55	.	X	.	.	.	0	X	.	.	31	0	X	.	.	.	.	.	X	.	.	HIDALGO	108	66	100	66	15	14	93.3	4	26.7	X	 	WESLACO ISD	108913	12	07	07 - 12	S	 	 	01	REGION 01: EDINBURG
108913003	 	 	 	 	 	 	 	SOUTH PALM GARDENS H S	AEC OF CHOICE - DRS	Y	Y	N	N	N	N	N	N	N	N	N	74	30	27	Y	20	.	.	0	 	.	30	11	200	Y	60	100	.	45	93.4	Y	.	.	HIDALGO	108	171	99.4	172	69	68	98.6	13	18.8	A	 	WESLACO ISD	108913	12	09	09 - 12	S	 	 	01	REGION 01: EDINBURG
